Team_quality,Opponent_quality,Match_location,Match_outcome,Shots_on_target,SFCA,Short_passes,Long_balls,Crosses,Aerial_success,Offsides,Tackles,Fouls,Yellow_cards,Set_piece
1,0,0,1,4,0,409,41,27,61,1,19,14,4,3
1,0,1,1,5,0,624,44,27,50,8,13,17,1,3
0,1,0,0,9,0,418,50,27,47,0,17,14,2,2
0,0,0,0,5,0,479,70,27,59,5,16,9,2,3
0,0,1,1,4,0,390,55,27,56,4,12,11,1,5
0,1,1,0,5,1,396,44,27,53,2,24,15,4,6
1,1,0,1,10,0,481,69,27,54,1,24,12,3,6
1,1,1,1,5,0,462,50,27,80,2,13,21,3,4
1,0,0,0,3,1,418,66,27,59,2,20,10,3,8
1,1,1,0,3,1,406,61,27,41,4,19,11,1,6
1,0,1,1,12,0,532,92,27,59,1,27,7,0,4
1,0,1,0,4,1,674,43,27,59,2,11,15,0,5
1,0,1,1,7,0,547,67,27,74,6,19,12,1,2
1,1,1,1,6,0,348,32,27,39,2,24,20,1,8
0,1,1,0,1,0,289,53,27,39,8,11,6,1,3
1,1,1,1,5,1,520,46,27,73,2,17,9,1,5
1,1,1,0,6,0,698,45,27,53,0,26,16,2,4
1,1,1,1,9,1,485,81,27,62,4,14,8,1,7
1,0,0,0,2,0,385,61,27,29,2,30,19,3,2
1,0,1,1,6,1,540,64,27,71,4,23,11,0,4
1,1,1,0,5,0,624,82,27,48,1,10,14,1,3
1,1,0,0,7,0,518,87,27,50,4,18,13,4,4
0,0,1,1,6,0,482,72,27,72,4,8,14,2,5
0,1,0,0,4,0,402,65,27,57,2,18,20,3,5
1,0,0,1,7,3,761,70,27,46,5,17,13,3,4
0,1,0,0,3,0,526,51,27,39,2,22,17,4,5
0,1,1,0,7,1,405,73,27,42,4,19,15,2,4
1,1,0,0,7,0,667,50,27,41,0,22,12,4,3
0,0,1,0,5,0,339,66,27,67,4,20,18,2,3
0,1,0,0,4,0,455,99,27,62,0,12,9,1,4
1,0,1,1,12,0,682,44,27,60,7,25,10,0,8
1,0,1,1,8,0,604,87,27,69,2,17,9,2,3
1,1,1,0,5,0,387,54,27,39,0,17,15,2,3
0,1,1,0,0,0,265,62,27,43,0,19,10,1,2
1,0,1,1,8,0,562,42,27,55,4,15,4,1,10
1,0,1,1,10,0,755,64,27,73,2,18,3,0,4
1,1,1,1,11,2,542,77,27,43,2,16,7,1,8
1,0,0,1,5,2,383,66,27,55,2,19,11,2,3
1,0,1,1,8,0,689,56,27,55,2,13,12,3,6
1,1,1,0,4,0,717,43,27,48,4,17,9,3,1
1,0,1,0,7,0,514,63,27,61,1,8,7,1,5
1,0,0,1,9,0,712,31,27,52,1,16,7,2,6
1,1,1,0,12,0,633,38,27,45,0,17,14,1,6
0,1,1,0,3,0,529,59,27,44,1,6,18,3,1
0,1,0,0,7,1,443,48,27,56,0,12,7,5,6
0,1,1,0,1,0,349,60,26,25,2,16,12,2,0
1,0,0,1,5,0,393,73,26,75,6,19,10,1,4
0,0,1,1,7,1,484,81,26,71,4,28,9,1,3
1,0,0,1,9,1,574,44,26,41,1,22,18,1,3
1,0,1,1,11,4,626,51,26,64,1,19,11,0,7
0,1,1,0,8,1,306,88,26,32,6,22,17,2,3
0,0,1,0,1,0,409,61,26,50,1,16,21,1,5
1,0,1,1,11,0,610,42,26,33,0,29,13,1,6
1,0,1,1,6,1,383,68,26,71,0,17,24,0,2
1,1,1,0,3,0,418,64,26,44,0,14,17,3,0
1,0,1,1,14,1,563,51,26,71,3,12,7,1,1
0,0,0,0,5,1,366,45,26,50,4,23,10,1,1
0,0,1,0,1,0,383,89,26,75,1,22,10,1,2
1,1,1,0,3,0,251,63,26,17,2,28,9,1,2
0,1,1,1,2,1,318,48,26,35,4,13,14,2,0
1,1,1,0,7,1,312,65,26,74,8,19,15,1,8
0,1,1,0,2,0,319,62,26,43,1,15,14,2,5
0,1,1,0,8,0,522,55,26,55,3,25,9,2,2
0,0,1,1,6,0,618,53,26,86,2,16,17,2,2
0,0,0,0,3,0,305,49,26,55,0,27,13,1,1
0,1,0,1,10,0,472,73,26,60,2,19,18,3,2
1,1,0,0,9,0,384,48,26,36,1,20,11,3,4
1,1,1,1,4,0,389,64,26,37,0,26,20,3,5
0,0,1,0,6,0,488,51,26,48,9,16,10,0,5
1,0,1,1,13,0,368,66,26,56,3,15,20,3,3
0,1,1,0,2,1,452,61,26,30,2,24,14,2,0
1,1,1,1,5,0,398,44,26,76,6,29,16,3,5
1,0,0,1,10,0,556,64,26,63,4,18,11,2,2
0,0,0,0,4,0,554,58,26,52,2,24,3,2,4
1,0,1,1,7,0,420,49,26,52,1,20,10,0,4
1,0,1,1,9,0,774,60,26,63,6,14,14,0,3
1,1,1,0,7,1,468,48,26,63,2,17,16,2,4
0,1,1,0,1,0,360,70,26,43,5,22,7,1,1
1,0,0,1,8,2,506,45,26,54,2,20,10,1,4
1,0,1,1,5,0,772,53,26,56,1,25,10,0,3
0,0,1,0,4,0,448,44,26,50,2,14,16,3,0
1,1,1,0,4,0,560,71,26,65,3,32,13,2,4
1,1,1,0,7,0,511,35,26,67,1,17,20,2,4
1,1,0,1,10,0,496,56,26,55,1,14,7,1,3
1,1,1,0,2,0,511,72,26,33,3,32,7,1,0
1,1,1,1,8,0,465,83,26,55,0,14,15,2,8
1,0,1,0,9,2,621,38,26,54,3,22,11,3,5
0,1,1,0,1,0,368,52,26,63,4,14,15,3,4
0,0,1,0,3,0,390,85,26,29,4,10,12,2,4
0,0,0,0,2,0,534,73,26,67,3,11,11,4,5
1,0,0,1,4,0,378,76,26,58,1,18,17,6,6
1,0,0,0,8,1,419,58,26,57,1,17,13,3,6
0,0,1,1,11,0,506,71,26,44,1,10,14,1,7
1,1,1,1,6,0,606,48,26,62,5,12,7,1,6
1,0,0,0,9,0,500,70,26,42,0,24,8,0,11
1,1,1,0,9,0,423,65,26,56,3,22,9,2,4
0,1,1,0,2,0,423,54,26,46,1,25,14,3,5
0,0,0,0,4,2,590,60,26,48,1,21,12,3,3
1,0,1,1,8,0,396,80,26,45,1,21,18,2,8
1,1,0,1,4,0,506,70,26,46,3,14,9,3,2
1,0,1,1,17,0,694,45,26,67,5,14,10,0,6
0,0,1,0,4,0,324,53,26,58,1,11,12,0,4
1,0,1,1,8,0,532,67,26,52,6,22,13,0,7
1,0,0,0,2,1,500,45,26,61,2,12,18,3,5
1,0,1,1,8,0,368,70,26,51,2,17,7,2,5
0,0,0,0,6,0,369,61,26,49,4,15,21,1,3
1,1,1,0,7,0,595,45,26,71,0,16,13,2,6
1,1,1,0,3,0,424,40,26,40,0,21,24,3,2
0,1,1,1,5,2,276,70,25,36,2,22,11,0,1
0,1,0,0,6,0,308,59,25,43,3,32,13,3,2
1,0,1,1,8,0,428,59,25,56,8,16,10,1,5
0,1,1,0,3,1,388,61,25,25,3,31,18,3,2
1,0,0,0,5,1,745,71,25,70,1,17,12,1,2
1,0,0,1,5,0,314,47,25,50,1,33,5,0,4
1,1,1,0,6,0,340,70,25,63,0,15,15,1,5
1,0,1,1,12,0,802,51,25,60,3,20,9,0,3
1,0,1,1,11,1,537,72,25,58,2,11,12,0,5
0,1,1,0,4,0,388,88,25,67,3,16,10,1,0
1,0,1,1,9,2,319,81,25,93,0,17,13,0,2
1,0,1,1,4,0,573,57,25,35,3,26,11,1,3
1,1,0,0,10,0,388,48,25,60,1,18,14,2,2
0,1,1,0,4,0,294,52,25,36,2,16,22,3,4
0,1,1,0,3,0,438,58,25,58,5,12,14,3,6
1,1,1,0,9,1,398,54,25,46,5,22,11,1,3
1,1,1,1,1,0,477,57,25,40,3,22,13,1,1
1,1,1,0,2,0,422,65,25,45,3,33,9,0,2
1,1,0,1,10,2,622,87,25,57,4,12,15,1,3
1,1,0,0,4,0,473,49,25,22,2,22,5,1,1
0,0,0,0,4,1,512,49,25,53,2,17,18,1,7
1,0,1,1,4,0,428,107,25,50,2,24,14,1,2
1,1,1,1,6,1,646,64,25,71,5,19,10,2,6
1,1,0,0,1,0,403,44,25,41,3,24,11,1,0
1,1,1,0,6,1,703,35,25,50,1,18,8,2,6
0,1,1,0,3,0,248,60,25,50,0,15,12,0,3
0,1,1,1,7,1,405,37,25,63,1,18,10,1,4
0,0,0,0,6,1,506,70,25,31,2,12,18,1,4
0,1,1,0,6,0,686,81,25,62,2,15,12,2,3
0,1,1,0,10,0,396,51,25,52,3,21,12,1,1
0,1,0,0,5,0,490,65,25,33,0,14,14,0,3
1,1,0,0,2,2,446,51,25,55,4,12,19,3,5
1,1,1,0,5,0,421,58,25,55,3,13,13,3,5
1,0,0,0,6,1,526,65,25,67,1,10,17,2,3
0,1,1,0,1,0,313,46,25,37,0,12,21,1,2
1,0,1,1,10,0,414,67,25,65,2,23,11,1,5
0,1,1,1,7,1,369,82,25,57,2,14,16,2,5
0,0,1,0,6,0,316,74,25,68,6,15,17,2,4
1,0,1,1,4,1,626,58,25,73,0,14,16,0,2
0,1,1,0,4,0,474,66,25,53,0,18,21,2,3
0,0,0,1,2,0,487,97,25,48,0,19,20,2,3
1,1,0,0,3,0,285,68,25,53,3,23,17,4,5
0,0,1,1,7,1,514,72,25,76,3,19,22,0,3
1,1,1,1,8,0,557,47,25,47,3,15,8,0,5
1,0,0,1,8,2,877,43,25,50,3,10,8,2,5
1,0,1,0,2,0,318,72,25,48,5,29,17,3,7
0,1,1,0,1,0,487,65,25,50,1,12,3,2,4
1,0,0,1,3,0,297,69,25,52,5,23,16,5,3
1,0,1,1,6,0,523,75,25,55,3,13,9,1,3
1,1,1,0,4,0,515,58,25,52,1,23,18,1,10
1,1,0,0,6,0,587,52,25,61,5,30,17,4,4
1,0,0,0,7,1,584,51,25,50,4,21,8,3,3
1,1,0,0,6,0,726,47,25,52,0,16,7,0,4
0,0,1,1,5,0,519,65,25,45,5,10,9,1,4
1,0,1,1,10,1,609,66,25,63,2,20,7,0,9
1,0,0,0,5,0,464,57,25,64,2,15,13,4,3
1,1,0,0,3,1,646,61,25,55,5,13,14,2,4
1,1,1,1,13,1,698,51,25,45,2,19,8,0,2
1,0,1,1,5,0,379,74,25,52,3,27,17,1,4
0,1,0,0,1,0,362,77,25,48,1,20,14,4,5
0,1,1,0,4,0,346,67,25,48,1,18,12,2,6
1,0,1,1,5,0,481,45,25,53,7,12,10,3,6
1,1,1,0,4,0,448,57,25,71,6,16,14,1,7
1,1,1,1,6,0,568,76,25,44,5,15,11,2,2
1,1,0,0,7,0,612,92,25,64,3,17,10,1,3
1,1,0,0,3,0,413,69,25,55,0,11,16,3,4
0,1,1,0,4,0,360,60,25,48,2,19,15,5,8
1,0,1,1,11,0,270,59,25,54,0,20,11,2,3
1,0,1,1,8,0,418,69,25,53,2,14,6,1,3
1,0,0,0,4,0,360,81,25,50,1,22,13,3,3
0,0,0,0,5,0,342,67,25,61,1,26,30,4,2
1,1,1,1,7,0,607,53,25,62,0,22,6,2,2
1,1,0,0,2,0,340,52,25,17,3,17,21,2,3
1,1,0,0,4,0,246,66,25,63,1,16,16,1,5
0,0,0,0,4,0,518,55,25,40,2,8,14,2,5
1,1,1,1,6,0,288,64,25,68,0,15,19,2,3
0,1,1,0,1,0,333,52,25,56,2,22,11,2,1
0,1,0,0,6,0,394,61,25,51,3,23,15,4,3
0,0,1,0,4,0,532,67,25,64,6,12,16,2,3
1,1,0,1,7,1,492,67,25,56,1,10,12,2,7
0,0,1,1,6,0,376,45,25,58,3,12,17,5,8
1,0,1,1,11,0,739,59,25,37,1,6,5,1,4
1,1,0,0,2,1,382,55,25,51,1,19,14,4,3
1,1,0,0,4,0,392,64,25,52,3,23,8,0,7
1,0,1,0,5,0,505,43,25,57,3,20,9,3,5
1,0,1,1,7,0,694,37,25,73,9,15,19,2,7
0,0,0,0,5,0,480,50,25,45,0,18,22,2,0
0,1,1,0,9,1,317,56,24,50,2,14,17,2,9
1,0,0,1,8,0,478,57,24,78,2,22,13,2,2
0,0,1,0,10,0,441,72,24,75,0,20,14,1,5
1,1,0,0,2,0,251,65,24,37,0,24,20,3,1
1,0,1,1,6,1,500,66,24,57,3,33,10,0,2
0,0,1,1,6,1,409,41,24,54,3,24,17,0,9
0,0,1,0,1,0,353,74,24,45,4,22,17,2,1
0,0,0,1,7,0,296,87,24,60,4,12,11,1,2
0,1,0,0,4,0,330,70,24,43,1,21,9,1,1
1,1,1,0,2,0,448,55,24,63,0,15,14,1,5
1,1,1,1,4,0,513,71,24,64,4,28,11,1,3
1,1,1,0,1,0,310,62,24,53,2,22,16,1,1
1,0,0,1,5,1,359,69,24,39,1,17,11,0,2
1,0,1,1,4,1,581,70,24,64,2,14,13,2,2
0,1,1,0,6,1,294,51,24,46,0,32,11,2,2
0,1,0,0,2,0,229,50,24,45,3,20,23,1,1
1,0,1,1,10,0,453,71,24,56,0,22,18,1,6
1,1,1,1,7,0,657,53,24,67,7,12,7,1,2
0,1,1,0,6,0,331,59,24,54,0,23,4,0,5
0,1,1,0,0,0,247,48,24,35,4,23,14,1,1
0,1,1,0,11,2,554,54,24,57,7,23,11,3,10
0,0,0,0,3,0,340,52,24,52,3,28,20,3,1
1,0,1,1,7,3,694,60,24,67,5,19,10,0,5
1,1,1,0,3,0,298,66,24,47,8,26,25,2,5
1,0,1,1,9,0,796,67,24,100,3,9,6,0,2
1,1,0,1,5,1,385,68,24,33,5,19,10,3,5
1,0,1,1,12,1,477,74,24,52,0,13,9,0,4
1,0,1,0,0,0,344,61,24,41,1,30,15,3,3
1,1,1,1,6,0,434,53,24,59,2,14,22,3,3
1,1,1,1,8,1,418,45,24,35,0,23,13,1,3
1,0,0,0,4,0,450,77,24,37,1,31,14,1,5
1,1,1,1,7,0,347,66,24,50,4,29,17,2,3
0,1,1,0,8,0,463,36,24,64,3,21,20,3,4
1,0,1,0,5,0,418,49,24,60,2,22,10,1,6
1,1,1,0,7,0,268,47,24,46,4,19,7,2,6
1,1,1,0,1,0,385,55,24,58,3,14,15,1,4
1,1,0,1,7,2,412,56,24,42,2,19,14,0,7
1,1,1,0,4,0,549,58,24,59,3,35,17,0,2
0,0,1,0,2,0,423,92,24,38,0,25,18,3,3
0,0,0,0,4,1,425,84,24,32,0,20,17,2,2
1,0,0,0,6,0,301,39,24,42,1,32,14,1,7
1,0,1,0,4,0,478,93,24,33,3,17,11,1,2
1,1,0,1,9,1,545,52,24,53,3,12,16,1,4
1,1,0,0,5,0,361,59,24,27,0,25,10,2,4
0,0,1,0,5,0,349,40,24,54,1,19,12,1,4
1,1,0,0,2,0,678,35,24,30,0,19,9,1,3
1,0,0,0,5,0,434,65,24,39,4,18,14,3,7
0,1,1,1,8,1,381,66,24,46,2,12,16,3,3
1,0,0,1,7,1,822,72,24,64,2,17,5,1,2
1,0,1,1,9,0,581,38,24,67,1,12,15,0,8
1,1,1,1,5,0,385,73,24,50,4,24,13,0,5
1,0,1,1,16,3,610,40,24,67,3,27,5,0,3
1,1,1,0,6,0,522,61,24,65,2,13,12,1,1
1,0,1,1,3,0,570,71,24,63,8,19,9,1,8
1,0,1,0,2,1,348,76,24,48,3,19,16,4,0
1,0,1,1,7,0,531,67,24,38,0,25,11,1,3
1,0,0,1,7,0,607,84,24,46,1,27,7,0,7
0,1,1,0,9,0,465,45,24,31,5,12,15,1,2
1,0,0,0,9,0,611,62,24,57,2,11,15,1,7
1,1,0,0,2,0,479,65,24,60,2,20,13,5,3
0,1,0,0,2,0,336,55,24,65,2,19,14,1,4
1,0,1,1,6,2,462,70,24,43,3,20,16,4,6
1,1,1,0,8,0,371,67,24,55,2,14,16,1,3
1,0,1,1,5,0,465,38,24,63,1,19,11,1,7
1,1,1,0,6,2,383,75,24,47,2,16,11,3,2
1,1,0,0,2,0,528,45,24,57,0,12,17,2,3
1,1,0,0,2,0,504,87,24,56,1,13,9,2,3
0,0,1,0,7,1,403,46,24,42,0,20,17,1,4
1,1,0,0,1,1,363,43,24,39,5,15,13,4,2
0,1,0,0,0,0,483,50,24,58,1,11,19,5,2
0,1,1,0,5,0,489,62,24,42,0,11,13,2,6
1,1,0,0,3,0,572,54,24,66,1,21,19,1,2
1,1,0,0,7,0,308,62,23,50,1,25,21,0,3
1,1,0,0,3,1,615,49,23,50,3,14,15,2,0
1,0,0,1,6,0,381,84,23,68,3,21,16,1,6
0,1,0,0,5,0,436,65,23,53,2,28,24,2,0
1,1,1,1,9,1,481,68,23,63,2,20,13,2,5
0,0,1,0,1,0,306,65,23,26,6,32,23,3,4
0,0,0,1,6,0,414,61,23,74,2,27,20,1,2
1,1,0,1,4,0,350,58,23,37,2,15,20,1,2
1,1,0,0,10,0,586,56,23,12,4,26,11,1,4
1,1,0,0,7,1,449,83,23,50,2,23,9,2,1
0,0,1,1,10,0,340,38,23,71,3,21,14,0,4
1,0,1,1,5,0,728,72,23,55,2,21,12,2,2
1,1,1,1,10,3,320,74,23,54,1,30,11,3,8
1,0,1,1,8,0,334,57,23,65,3,36,11,1,6
1,1,1,1,7,1,259,69,23,33,2,40,17,2,3
1,1,0,0,7,0,496,63,23,67,3,19,14,2,5
0,0,1,0,3,0,245,61,23,36,3,13,17,5,2
1,1,0,1,7,3,415,64,23,45,8,18,9,3,2
1,1,0,0,4,0,496,72,23,36,7,15,17,3,2
1,1,0,1,11,0,440,63,23,45,1,22,19,4,3
1,1,0,0,4,1,369,46,23,47,0,23,18,2,3
1,1,1,1,8,3,392,55,23,78,8,19,13,3,1
0,1,0,0,2,0,524,60,23,52,10,21,17,3,8
0,1,0,1,6,2,240,62,23,48,5,32,19,1,1
1,0,0,1,4,0,336,63,23,64,3,19,16,5,6
1,1,1,1,5,0,589,60,23,50,1,21,15,0,2
1,1,0,0,4,0,471,72,23,37,0,9,10,2,3
1,1,0,0,7,0,495,70,23,56,0,22,13,2,4
1,1,0,0,5,1,371,69,23,30,4,28,23,4,2
1,1,0,1,3,2,487,55,23,74,3,22,17,5,0
1,1,0,0,3,0,448,51,23,55,3,18,10,1,0
1,1,1,1,8,0,627,85,23,50,2,18,10,0,2
1,0,1,0,4,0,392,57,23,61,3,20,11,2,6
0,1,1,0,3,0,412,46,23,53,0,16,14,0,5
1,0,0,0,10,2,310,43,23,50,0,23,12,2,3
0,0,1,1,9,0,435,86,23,60,2,15,12,2,2
0,1,1,0,1,0,433,53,23,36,6,20,14,4,3
0,0,0,0,2,0,443,63,23,38,3,17,15,3,3
0,0,1,0,2,0,522,67,23,37,4,16,15,2,3
0,1,1,0,6,0,547,51,23,62,3,18,21,5,3
1,1,0,1,6,1,398,57,23,40,2,28,19,3,10
1,1,1,1,8,0,493,62,23,56,0,17,8,0,6
1,1,1,1,9,0,458,67,23,56,6,19,12,2,3
1,1,1,0,4,0,591,51,23,45,0,21,13,2,4
1,0,0,0,2,1,583,59,23,57,3,18,17,5,2
1,1,1,1,6,0,641,38,23,57,5,17,12,1,4
0,1,1,0,1,0,214,58,23,50,4,17,22,3,2
1,0,1,1,6,0,421,72,23,48,2,23,12,0,1
1,0,0,1,9,0,485,43,23,64,3,18,14,3,6
1,0,0,0,5,0,329,61,23,52,4,11,9,2,2
1,0,1,0,4,1,469,64,23,56,0,10,10,2,8
1,0,1,0,6,0,557,42,23,65,0,25,10,1,5
1,0,1,1,9,0,656,54,23,46,1,24,8,3,7
0,0,1,1,9,1,340,59,23,58,3,18,20,1,5
0,1,0,0,1,0,488,63,23,46,1,20,18,2,3
0,1,0,0,4,0,422,57,23,38,4,26,14,1,1
0,0,0,0,5,0,306,61,23,48,0,11,9,2,7
1,1,1,1,4,0,490,45,23,30,3,26,14,4,3
1,1,0,0,4,1,372,57,23,36,0,15,9,1,3
1,1,1,0,5,0,689,45,23,45,2,16,6,2,5
0,1,1,0,4,0,457,66,23,58,0,17,6,2,1
1,1,1,0,4,0,509,58,23,32,4,19,10,1,3
0,1,1,0,2,0,487,63,23,39,2,7,13,1,4
0,0,0,1,2,0,595,92,23,65,4,11,6,1,4
1,0,0,1,7,0,725,52,23,63,1,18,13,0,2
1,1,0,0,4,0,640,67,23,50,0,28,17,4,4
1,0,0,1,6,0,596,120,23,66,0,16,6,2,4
1,0,0,1,4,0,543,39,23,44,4,13,23,3,3
1,1,1,0,4,0,430,85,23,47,1,21,14,4,3
1,1,0,1,12,0,521,58,23,53,3,24,7,2,4
1,1,1,0,7,1,417,56,23,58,0,19,14,1,6
1,0,1,1,10,0,703,49,23,78,1,20,9,1,8
1,0,0,1,14,0,711,64,23,70,3,13,11,0,9
1,0,1,1,11,0,772,45,23,57,1,13,7,0,7
0,0,1,0,3,0,380,73,23,48,4,8,11,4,5
0,1,1,0,11,1,444,26,23,33,7,19,12,0,4
1,1,1,1,8,0,428,50,23,67,8,30,14,2,5
1,1,1,0,4,0,560,25,23,48,5,9,10,1,4
1,1,1,0,8,0,673,43,23,68,1,13,14,1,6
0,0,1,0,7,1,336,63,23,68,4,18,19,1,5
1,1,1,0,3,2,460,53,23,38,0,18,15,2,3
1,0,1,1,8,2,484,34,23,67,2,15,11,0,8
1,1,0,0,2,0,329,77,23,41,2,22,20,5,7
1,1,1,1,7,0,369,51,23,47,1,16,12,2,5
1,1,1,0,5,0,588,44,23,47,1,25,7,3,4
0,0,0,0,4,3,250,39,23,54,2,14,21,4,1
1,0,0,1,7,0,662,58,23,49,1,15,12,1,5
1,0,1,1,8,2,724,72,23,66,3,14,10,0,6
1,0,1,1,2,0,641,43,23,67,3,21,5,2,2
1,1,1,0,7,1,477,52,23,30,3,14,13,4,3
1,1,0,1,2,0,455,68,23,44,1,19,22,4,2
0,1,1,0,4,0,494,50,23,40,3,16,16,3,5
1,0,0,0,3,0,461,65,23,57,0,19,9,4,3
0,1,0,0,2,0,417,60,23,53,3,8,8,1,2
1,1,1,0,4,0,663,53,23,63,1,12,9,1,6
1,1,0,0,0,0,574,15,23,36,1,18,12,4,3
1,0,1,0,5,2,409,58,22,25,3,12,8,0,2
0,1,1,0,3,0,395,55,22,30,3,26,12,1,1
0,1,1,0,5,0,341,63,22,20,2,18,12,2,7
0,0,0,0,5,0,407,66,22,68,2,19,11,2,4
1,0,0,1,8,1,680,65,22,56,4,13,16,3,2
1,1,1,0,3,0,311,65,22,53,3,17,23,4,4
1,0,1,1,3,0,378,87,22,64,2,18,12,0,0
0,0,0,0,3,0,345,56,22,58,5,27,19,4,3
1,1,1,1,7,0,417,47,22,43,1,22,11,1,6
0,0,0,1,7,3,241,78,22,60,2,18,19,3,3
1,0,0,0,5,1,427,59,22,75,1,18,12,4,4
1,0,0,1,4,0,420,83,22,64,4,17,20,3,2
1,0,1,1,3,0,430,68,22,60,5,33,13,0,3
1,1,0,1,6,1,380,76,22,39,2,20,17,0,2
1,1,1,0,8,0,394,63,22,25,3,26,17,2,0
0,1,1,0,2,0,319,85,22,37,4,21,21,2,5
1,0,1,1,5,1,420,59,22,38,7,29,18,1,3
0,1,0,0,5,0,349,54,22,45,4,25,15,3,9
1,0,1,1,7,1,492,72,22,71,2,11,14,0,1
0,1,0,0,7,0,504,76,22,44,1,18,15,3,3
1,0,0,0,7,0,558,57,22,58,1,15,9,1,2
1,1,0,0,3,0,249,45,22,63,0,17,18,3,2
0,1,1,0,4,0,332,55,22,39,2,13,13,2,3
0,1,1,0,7,0,435,73,22,58,2,18,12,1,4
1,0,1,1,6,0,742,53,22,44,5,11,4,1,7
0,1,0,0,2,0,315,48,22,59,1,27,20,3,6
1,1,0,0,3,3,370,73,22,41,3,24,10,1,6
1,1,1,0,4,0,372,42,22,61,1,17,19,2,4
1,1,1,1,2,1,504,27,22,39,1,30,17,1,4
1,1,1,1,7,0,353,58,22,47,3,21,14,1,3
1,1,1,0,5,2,559,80,22,58,5,18,11,0,6
1,1,0,1,7,1,476,78,22,62,2,11,16,1,5
1,0,1,1,2,1,465,70,22,61,1,17,9,2,3
0,1,0,0,6,0,307,62,22,24,8,16,12,1,2
0,1,1,1,2,0,338,68,22,48,2,17,14,0,2
0,1,1,0,4,0,325,44,22,39,4,22,25,2,5
1,0,0,1,5,1,789,64,22,47,5,19,10,3,1
0,1,1,1,7,1,439,49,22,58,0,9,14,3,7
1,1,1,0,4,0,447,57,22,50,1,19,20,1,4
1,1,1,1,7,3,327,68,22,38,2,24,10,1,7
1,0,0,0,6,1,459,46,22,76,4,17,9,1,7
1,0,1,1,12,2,577,79,22,44,1,20,11,0,5
1,1,0,0,10,1,523,81,22,56,4,19,9,2,1
0,1,1,0,2,0,529,44,22,36,7,22,6,0,1
0,1,1,0,5,1,399,76,22,30,3,11,6,0,3
0,1,0,0,4,0,430,45,22,48,2,25,14,4,1
1,1,1,0,6,0,558,67,22,39,2,19,24,3,5
1,1,0,0,3,0,600,44,22,40,1,20,22,4,3
0,1,1,0,3,0,529,55,22,60,1,17,16,2,6
0,1,1,0,3,0,418,69,22,31,3,17,14,0,3
1,1,1,0,4,1,415,60,22,59,0,10,19,1,1
1,0,0,0,4,0,401,73,22,35,3,17,24,4,5
1,1,0,0,2,0,547,82,22,58,3,19,12,3,4
1,1,0,1,4,3,675,47,22,30,1,16,14,1,2
1,1,1,1,5,0,418,67,22,56,2,11,13,0,5
1,1,0,0,3,0,611,38,22,52,7,7,8,1,6
0,1,1,0,6,0,510,77,22,60,3,15,11,1,4
0,1,0,0,2,0,505,67,22,46,3,24,14,3,2
1,1,1,0,1,0,309,76,22,56,5,15,13,2,3
0,1,0,0,3,0,363,61,22,47,4,18,8,0,2
1,0,1,1,5,1,642,56,22,57,1,13,6,0,4
0,1,1,0,5,0,545,47,22,60,3,24,10,2,4
1,1,1,1,10,0,538,45,22,58,2,15,16,5,9
1,1,0,0,2,0,327,55,22,64,1,28,17,1,3
1,1,1,0,3,0,488,52,22,47,3,19,11,2,5
1,0,0,1,8,0,809,43,22,64,6,10,9,1,7
1,0,1,1,5,0,499,57,22,50,4,16,8,1,3
1,1,1,0,6,0,674,68,22,36,11,14,10,2,2
0,1,1,0,3,0,414,62,22,46,2,22,11,2,1
1,1,1,1,6,0,250,49,22,27,0,13,7,0,4
1,1,0,0,6,0,578,40,22,23,0,12,13,2,5
1,1,0,0,6,0,392,65,22,64,3,18,7,2,3
1,0,0,1,5,1,470,54,22,54,2,17,8,1,3
1,0,1,1,5,0,309,61,22,55,4,8,19,3,8
0,0,0,1,8,0,493,64,22,42,1,13,12,3,4
1,0,0,0,8,1,290,46,22,50,2,20,15,1,5
1,0,0,1,5,0,623,35,22,50,2,9,11,2,7
1,1,1,0,5,0,339,62,22,43,0,16,14,1,3
1,0,1,1,4,2,606,68,22,70,8,7,13,2,0
0,0,0,0,2,0,500,60,22,48,0,18,12,1,3
1,1,1,0,8,1,447,78,22,49,1,19,12,1,3
0,0,1,0,2,3,287,82,22,55,4,11,15,2,3
1,1,0,0,6,1,510,55,22,42,0,13,12,2,1
0,1,1,0,3,0,357,52,22,45,0,15,9,2,1
0,1,0,0,3,0,427,41,22,59,1,27,9,2,4
1,0,1,0,4,2,483,59,22,76,2,17,7,1,11
0,1,1,1,3,2,458,68,22,38,0,19,18,3,3
0,0,0,1,6,0,488,66,22,52,3,23,18,1,4
1,1,0,0,4,0,447,61,22,47,3,22,17,3,2
0,1,1,0,8,0,341,52,22,50,5,19,13,3,2
1,1,1,1,7,0,577,65,22,63,1,19,8,0,5
0,0,0,0,4,0,539,51,22,79,3,17,13,2,3
1,0,1,1,5,0,793,65,22,30,1,14,7,0,1
0,1,1,0,10,1,321,52,22,45,7,20,11,2,7
0,0,0,0,2,0,714,43,22,46,1,10,9,1,4
1,1,0,0,6,0,480,38,22,53,1,13,7,0,4
0,1,1,0,2,1,485,66,22,32,2,19,14,1,5
0,1,0,0,2,0,364,79,21,55,1,22,21,2,0
1,0,1,0,6,1,423,56,21,73,3,21,19,4,4
1,0,1,1,5,0,409,63,21,53,12,14,13,1,3
